district,size_sqm,rooms,year_built,floor,balcony,rooftop_terrace,elevator,energy_class,distance_to_U_Sbahn_m,monthly_rent_eur
Lichtenberg,82.1,3,1955,0,0,1,0,5,263,955
Prenzlauer Berg,66.7,1,1955,3,1,0,0,6,341,940
Wedding,49.6,1,1955,2,1,0,0,4,367,642
Lichtenberg,58.6,2,1955,1,1,0,0,8,417,594
Friedrichshain,65.5,2,1955,5,1,0,,6,,1245
Westend,64.1,2,1894,4,1,0,0,6,335,985
Lichtenberg,30.6,1,1955,4,0,0,,3,63,326
Westend,55.4,2,2018,6,0,0,1,6,377,852
Prenzlauer Berg,66.5,2,1955,1,1,0,0,5,594,961
Prenzlauer Berg,58.1,1,2018,5,0,0,1,5,47,1194
Tiergarten,58.9,2,1955,1,1,0,1,6,64,1054
Schöneberg,79.0,2,2001,2,1,0,1,,153,1264
Lichtenberg,42.2,1,1894,3,1,0,0,5,568,454
Lichtenberg,33.9,1,2001,5,1,0,1,7,145,378
Tiergarten,56.5,1,1894,,1,,0,4,574,1423
Wedding,88.2,2,1894,3,0,0,0,6,360,1087
Charlottenburg,127.7,3,,2,1,0,0,3,184,2221
Lichtenberg,88.9,2,1894,3,1,1,0,4,1500,1277
Tiergarten,36.1,1,2018,3,1,0,1,7,91,747
Lichtenberg,59.2,1,2018,3,0,0,1,,307,991
Wedding,72.0,1,2001,4,1,0,1,8,129,807
Friedrichshain,69.8,2,1894,3,0,0,1,5,390,1187
Tiergarten,80.6,2,2018,2,0,0,1,6,134,1765
Wedding,45.0,1,2001,0,1,0,0,3,208,746
Friedrichshain,66.7,1,1955,1,0,0,0,6,159,1037
Schöneberg,,2,1955,2,0,0,0,7,243,1001
Lichtenberg,90.4,3,2001,1,0,0,0,5,590,1159
Schöneberg,47.1,1,,1,1,0,0,5,77,790
Prenzlauer Berg,56.6,1,1955,5,1,0,1,7,147,737
Prenzlauer Berg,22.0,1,2001,1,1,0,1,6,216,354
Tiergarten,50.7,1,1894,4,1,0,0,3,251,1185
Lichtenberg,52.7,1,1955,0,0,0,0,6,738,542
Charlottenburg,43.2,1,1955,5,0,1,0,6,153,656
Friedrichshain,69.5,2,2001,1,1,0,1,,572,1281
Charlottenburg,63.6,1,2018,2,1,0,1,5,804,1395
Lichtenberg,26.3,1,2001,5,1,0,1,5,264,392
Friedrichshain,70.9,2,2001,1,0,0,0,8,120,1072
Lichtenberg,44.8,1,1955,3,1,1,1,6,674,472
Wedding,78.9,2,2001,5,0,0,0,5,537,1017
Wedding,38.9,2,1955,0,1,0,,8,109,389
Lichtenberg,65.8,1,1894,0,1,0,0,4,890,924
Wedding,58.0,2,2001,5,0,0,1,5,166,858
Lichtenberg,73.4,2,2001,1,1,0,1,6,261,888
Friedrichshain,68.3,2,1955,5,1,0,0,6,476,1011
Wedding,58.7,2,2018,6,0,0,1,8,818,692
Schöneberg,35.2,1,2001,6,1,0,1,6,374,577
Schöneberg,36.0,1,,,0,0,0,5,239,494
Lichtenberg,51.5,1,1894,4,0,0,0,5,212,666
Lichtenberg,64.8,2,1894,2,0,0,1,3,239,919
Wedding,51.0,2,1955,5,1,0,0,8,1233,552
Prenzlauer Berg,83.5,2,1955,2,1,0,1,3,413,1243
Prenzlauer Berg,58.1,1,1894,3,0,0,0,5,336,887
Prenzlauer Berg,44.2,1,1894,0,1,0,0,5,541,781
Charlottenburg,58.2,2,1894,5,0,0,1,3,253,1034
Prenzlauer Berg,71.1,2,2001,4,0,1,1,4,789,1215
Friedrichshain,74.0,2,2001,6,1,,1,6,439,1460
Friedrichshain,137.8,3,1955,2,1,0,1,2,234,2514
Wedding,49.7,1,1894,1,0,0,0,8,196,592
Prenzlauer Berg,63.1,2,1894,3,1,0,1,7,54,970
Lichtenberg,77.1,2,1894,5,,0,0,3,589,1046
Westend,64.4,1,1955,3,0,0,0,7,77,798
Tiergarten,53.2,1,1894,4,,0,1,5,758,1033
Friedrichshain,35.0,1,1955,1,1,0,1,2,143,735
Mitte,53.0,1,2018,5,0,0,1,4,160,1096
Lichtenberg,42.3,2,1955,4,0,0,0,7,1034,426
Mitte,32.6,1,2001,6,1,0,0,6,558,601
Schöneberg,47.3,1,1894,0,0,0,1,4,330,752
Lichtenberg,42.8,1,,2,0,0,0,6,969,473
Lichtenberg,82.1,2,2018,0,1,0,0,6,284,1112
Mitte,82.7,2,1955,2,1,0,1,6,205,1231
Tiergarten,45.3,1,2001,5,0,0,1,5,354,1122
Friedrichshain,58.6,2,2018,4,1,0,1,7,618,1103
Tiergarten,30.9,1,1955,,0,0,0,6,96,577
Mitte,53.3,2,,4,1,0,1,3,157,1161
Schöneberg,76.2,2,1955,5,1,0,0,7,123,1012
Lichtenberg,90.4,2,1894,5,1,0,1,5,105,1161
Schöneberg,48.9,1,1894,3,1,0,0,6,261,749
Westend,99.0,2,1894,5,0,0,1,6,102,1391
Mitte,35.4,1,2018,0,1,0,1,5,46,762
Wedding,39.5,1,2001,5,0,0,1,4,156,514
Westend,86.3,2,1894,3,1,0,0,6,147,1038
Lichtenberg,126.8,3,1894,5,0,0,0,7,421,1560
Lichtenberg,79.2,2,2001,3,0,0,1,7,580,786
Charlottenburg,64.0,2,2018,1,1,,1,6,178,1245
Friedrichshain,27.0,1,1894,4,1,0,0,4,158,505
Mitte,28.9,1,1955,5,0,0,1,5,995,473
Prenzlauer Berg,68.5,2,2018,0,0,0,1,6,565,1133
Lichtenberg,56.3,2,2018,0,1,0,1,5,387,860
Charlottenburg,41.8,1,2018,4,1,0,0,6,228,795
Wedding,66.7,1,1894,3,0,0,1,4,556,1118
Schöneberg,68.1,2,1894,3,1,0,0,,113,1289
Friedrichshain,94.8,3,1955,0,1,0,0,6,574,1626
Charlottenburg,68.7,2,1894,3,1,0,0,6,436,1008
Westend,106.2,2,2018,3,1,0,1,6,497,1836
Westend,65.2,2,1894,5,0,,0,4,333,960
Prenzlauer Berg,62.1,1,2001,2,1,0,1,7,83,1022
Mitte,99.5,2,2018,2,0,0,0,5,117,2049
Wedding,43.9,1,2018,0,1,0,0,7,453,690
Friedrichshain,150.0,4,2001,3,1,0,1,6,420,2848
Lichtenberg,75.5,2,2018,4,1,0,1,5,194,1065
Friedrichshain,75.7,2,1894,1,1,0,1,6,191,1288
Friedrichshain,80.2,2,1955,4,0,0,0,6,685,1278
Prenzlauer Berg,137.7,4,1894,5,0,0,1,5,300,2321
Schöneberg,89.2,,2018,1,0,0,1,6,148,1376
Schöneberg,34.2,1,2018,4,1,0,1,3,762,720
Prenzlauer Berg,114.0,3,1894,4,1,0,0,8,714,1506
Lichtenberg,56.7,1,1894,0,1,0,1,5,300,758
Prenzlauer Berg,67.8,2,1955,1,0,0,0,4,349,964
Prenzlauer Berg,39.0,1,1894,2,1,0,0,7,567,574
Prenzlauer Berg,80.2,2,2001,0,1,0,,4,477,1432
Tiergarten,50.1,1,1894,2,1,0,0,8,80,999
Schöneberg,67.7,2,2001,1,1,0,1,5,779,1185
Mitte,58.0,2,1955,5,0,0,1,4,65,1072
Westend,140.4,4,1955,3,1,1,0,2,417,2675
Tiergarten,143.6,4,1894,1,0,0,0,2,99,3306
Lichtenberg,66.2,1,2018,5,1,0,1,3,476,1195
Prenzlauer Berg,66.7,2,2001,0,1,0,1,1,163,1330
Lichtenberg,56.0,1,1955,3,1,0,0,5,173,697
Prenzlauer Berg,101.2,3,1955,4,,0,0,5,544,1373
Tiergarten,57.0,1,2018,5,,0,1,5,99,1393
Wedding,54.9,1,,1,1,,0,4,194,836
Westend,96.1,2,2001,,0,0,1,2,103,1709
Wedding,52.4,2,2001,5,1,0,1,2,330,781
Prenzlauer Berg,64.0,2,2018,5,1,0,1,4,101,1224
Westend,34.5,1,1894,1,1,0,1,5,391,528
Lichtenberg,86.1,2,2001,6,1,0,1,3,708,1245
Westend,141.3,4,1955,1,0,0,0,5,34,1595
Charlottenburg,86.7,2,1955,2,0,0,1,8,164,1128
Westend,116.6,3,2018,1,0,0,1,4,113,1970
Westend,46.3,1,2018,1,0,0,1,4,82,799
Lichtenberg,71.4,1,1955,1,0,0,1,6,384,796
Charlottenburg,44.6,1,1955,0,1,0,0,5,351,708
Prenzlauer Berg,59.3,2,2018,,1,0,1,2,776,1240
Wedding,88.5,2,2018,4,1,0,1,7,504,1230
Schöneberg,67.7,2,2001,2,0,0,1,6,313,1132
Wedding,36.9,1,1894,3,0,0,1,8,371,404
Prenzlauer Berg,38.4,1,1955,3,0,0,0,8,194,460
Mitte,,1,2018,1,1,0,1,6,,688
Wedding,79.1,2,2001,2,1,0,1,6,66,1082
Friedrichshain,148.4,4,2001,6,0,0,1,5,268,2869
Mitte,112.1,3,2001,0,1,0,1,7,426,1735
Westend,30.4,1,1955,5,1,0,0,5,257,364
Wedding,114.8,3,1955,,1,0,0,5,170,1249
Lichtenberg,94.5,3,2001,1,1,0,1,1,324,1603
Charlottenburg,35.0,1,1894,1,,0,0,6,148,481
Friedrichshain,57.6,1,2001,1,0,0,,5,244,1081
Lichtenberg,,3,,3,0,0,,7,539,1263
Friedrichshain,81.0,2,2001,1,1,0,1,4,563,1675
Mitte,38.5,1,1894,,1,0,0,7,356,616
Charlottenburg,83.0,,2001,2,0,0,0,1,123,1753
Schöneberg,27.6,1,1894,5,1,0,0,6,225,448
Lichtenberg,59.5,2,1894,5,1,0,1,,328,765
Wedding,102.5,3,1955,2,0,0,0,5,163,1017
Wedding,65.5,1,1894,3,1,0,1,5,921,970
Friedrichshain,53.2,2,2018,0,1,0,1,4,166,1223
Charlottenburg,92.8,2,2018,0,0,0,1,,311,1881
Prenzlauer Berg,96.0,2,1894,3,1,0,1,7,588,1286
Friedrichshain,109.8,3,2001,3,1,0,1,4,823,2194
Charlottenburg,92.2,3,1955,2,1,,1,6,120,1302
Charlottenburg,100.2,3,2001,0,0,0,1,6,68,1555
Friedrichshain,87.1,3,2018,5,1,0,1,2,353,2094
Schöneberg,72.3,2,1955,2,1,0,0,7,996,901
Wedding,67.4,1,1894,2,1,0,0,7,80,791
Tiergarten,59.1,1,1894,2,0,1,0,7,232,1220
Prenzlauer Berg,40.0,1,1955,2,0,0,0,7,376,529
Wedding,44.4,1,2018,4,1,0,1,6,322,644
Wedding,58.1,1,1955,4,1,0,0,8,421,577
Wedding,71.6,2,1955,3,0,0,0,,744,843
Prenzlauer Berg,115.7,3,1894,0,0,0,,2,597,2074
Wedding,63.9,2,2018,6,0,0,1,6,228,964
Mitte,97.1,2,1955,,0,0,0,4,79,1494
Charlottenburg,100.1,3,2001,0,1,0,1,6,628,1942
Friedrichshain,59.3,2,2001,0,1,0,0,5,232,1179
Prenzlauer Berg,82.5,2,1894,4,1,0,0,5,319,1126
Prenzlauer Berg,59.0,1,1894,2,0,0,1,7,554,879
Mitte,110.3,2,1955,0,1,0,0,3,615,2120
Wedding,83.8,2,1894,4,1,0,0,4,532,1203
Charlottenburg,40.4,1,2001,2,0,0,1,6,887,663
Charlottenburg,69.3,2,2001,6,1,0,1,7,293,1152
Friedrichshain,125.7,3,1894,5,0,0,0,7,175,2021
Prenzlauer Berg,60.5,1,1955,,1,0,0,4,133,993
Charlottenburg,77.7,2,1894,4,1,0,,7,184,1119
Charlottenburg,80.9,2,1894,3,1,0,0,6,190,1263
Mitte,42.9,1,2001,1,0,0,0,7,357,802
Wedding,79.7,2,2001,,0,0,1,2,453,1262
Lichtenberg,37.2,1,2001,3,1,0,1,5,117,563
Prenzlauer Berg,50.6,1,1894,0,1,0,0,5,555,1031
Westend,100.0,2,1955,4,1,0,1,6,593,1217
Lichtenberg,75.0,2,1955,1,0,0,0,3,460,832
Lichtenberg,57.5,,2018,6,0,0,1,5,207,813
Westend,77.7,2,2001,5,0,0,1,6,726,1189
Lichtenberg,63.5,2,2018,4,1,0,1,5,289,1032
Lichtenberg,65.3,2,,0,1,0,1,5,157,992
Wedding,84.5,2,1955,0,1,1,0,4,115,1130
Prenzlauer Berg,48.6,1,2001,1,1,0,1,,336,812
Friedrichshain,66.1,2,1955,2,1,0,0,6,210,982
Tiergarten,57.4,1,2001,5,1,0,1,5,88,1076
Prenzlauer Berg,34.5,1,1955,0,1,0,0,8,64,441
Prenzlauer Berg,45.0,1,2018,4,0,0,1,6,374,744
Prenzlauer Berg,121.7,3,1894,0,1,0,1,4,75,2249
Schöneberg,75.8,2,2018,1,0,,1,6,22,1141
Schöneberg,,1,1955,3,0,0,0,8,599,429
Wedding,35.1,1,1955,4,1,0,0,1,130,509
Friedrichshain,62.1,2,1955,4,1,0,0,6,419,995
Mitte,121.4,3,1894,3,0,0,0,3,330,2326
Wedding,60.3,2,2018,0,1,0,1,7,172,983
Wedding,109.6,3,2018,2,1,0,1,6,782,1836
Lichtenberg,74.8,2,2018,5,1,0,1,,468,920
Lichtenberg,78.5,2,2018,0,0,0,1,6,275,1207
Lichtenberg,38.1,1,2001,4,0,1,0,1,141,699
Charlottenburg,94.6,2,1955,4,0,0,0,5,442,1392
Prenzlauer Berg,56.8,1,2018,5,0,,1,7,492,971
Mitte,91.8,2,1894,1,1,0,0,4,308,1739
Westend,46.9,1,2001,1,0,0,1,3,281,728
Lichtenberg,69.8,2,1955,1,0,,1,6,467,722
Charlottenburg,74.8,2,,2,1,0,1,5,270,1505
Schöneberg,61.1,2,1955,3,0,0,0,2,154,991
Charlottenburg,76.4,2,1955,0,0,0,,4,81,1169
Friedrichshain,58.4,1,1894,3,1,0,0,5,272,995
Mitte,50.1,2,1955,1,1,0,0,6,78,742
Tiergarten,123.5,4,1955,3,1,0,1,5,496,2338
Lichtenberg,98.9,3,1894,1,0,0,,,272,1290
Prenzlauer Berg,47.9,,,5,1,0,0,7,550,677
Wedding,81.6,2,1955,1,1,0,1,4,349,1117
Wedding,48.3,1,1894,5,1,0,1,6,420,639
Mitte,40.5,1,2001,1,0,0,1,5,167,772
Friedrichshain,98.3,3,1894,0,0,0,,5,258,1854
Wedding,32.9,1,1955,1,0,0,0,5,346,405
Mitte,94.2,2,1894,2,1,,1,6,317,1516
Lichtenberg,58.8,2,1955,5,1,0,1,8,,550
Friedrichshain,59.7,2,1955,1,0,0,0,4,114,972
Westend,76.6,2,2001,5,1,0,1,3,48,1317
Wedding,82.0,2,1955,4,1,,0,5,107,1085
Mitte,46.7,1,1955,2,0,0,1,5,15,759
Charlottenburg,86.6,3,1894,2,1,0,0,4,56,1743
Lichtenberg,68.0,,1955,5,1,0,0,7,365,670
Mitte,39.3,1,1955,4,0,0,0,7,232,541
Prenzlauer Berg,60.7,1,2001,1,0,0,1,5,146,1019
Prenzlauer Berg,112.9,3,1955,5,1,0,0,5,229,1586
Mitte,127.1,3,2001,2,1,0,0,2,37,2994
Wedding,86.6,3,1955,0,1,0,0,5,266,858
Wedding,40.4,1,1894,,1,0,1,6,87,509
Charlottenburg,79.1,2,1894,5,1,,1,7,657,1363
Wedding,91.4,2,,2,1,0,0,5,434,1195
Mitte,86.9,2,1955,4,0,0,1,3,408,1656
Tiergarten,89.0,2,2001,1,1,0,1,4,313,2423
Schöneberg,75.2,1,2001,5,1,0,1,3,461,1402
Lichtenberg,63.1,2,1955,2,1,0,1,8,,691
Tiergarten,51.0,2,1894,1,1,0,0,7,143,1141
Mitte,30.4,1,2018,3,1,1,1,7,413,654
Schöneberg,74.5,2,1894,1,1,0,1,,571,1095
Wedding,70.0,2,1955,3,0,0,0,3,120,948
Friedrichshain,81.2,2,2018,5,0,0,1,6,65,1738
Prenzlauer Berg,38.1,1,1955,2,0,0,0,6,942,520
Wedding,84.1,2,1894,4,1,0,1,4,714,1161
Charlottenburg,147.9,4,1894,2,0,0,0,5,290,2750
Friedrichshain,67.1,2,2001,6,0,0,1,6,27,1185
Mitte,63.4,1,1894,1,1,0,1,7,347,1167
Prenzlauer Berg,73.6,2,2001,4,1,0,1,3,1279,1450
Prenzlauer Berg,146.5,4,1955,3,,0,0,7,458,2163
Lichtenberg,43.2,1,1955,5,0,0,0,8,432,384
Westend,70.5,2,1894,1,1,0,0,8,274,820
Wedding,47.2,1,2001,1,1,0,1,1,404,848
Lichtenberg,52.2,1,1955,5,1,0,0,4,457,575
Prenzlauer Berg,63.7,2,2001,6,1,0,1,6,326,1089
Prenzlauer Berg,111.4,3,1955,,,0,0,5,244,1783
Lichtenberg,133.6,4,1894,2,1,0,0,2,330,1700
Mitte,77.8,2,1955,2,0,0,0,7,319,1144
Wedding,55.9,2,1955,3,0,0,0,1,34,841
Wedding,150.0,4,,4,1,0,0,5,1120,1800
Friedrichshain,54.8,1,2001,1,0,0,1,8,432,834
Prenzlauer Berg,51.7,1,2018,0,0,0,0,5,639,931
Mitte,32.0,1,2001,0,1,0,1,8,356,510
Friedrichshain,113.6,3,1955,2,1,0,1,5,188,1911
Prenzlauer Berg,95.7,3,1955,4,0,0,0,5,548,1348
Charlottenburg,150.0,4,2001,3,,0,0,3,61,2833
Wedding,,1,1894,3,1,0,0,5,445,515
Lichtenberg,116.5,3,2001,3,1,0,1,5,544,1771
Wedding,66.8,2,2018,1,1,0,1,7,270,978
Mitte,89.7,2,1894,4,0,0,1,8,414,1524
Charlottenburg,33.6,1,2018,5,1,0,1,,35,889
Mitte,116.9,3,2001,6,1,0,0,3,427,2339
Friedrichshain,89.0,2,1955,4,1,0,0,6,218,1416
Lichtenberg,64.0,2,2018,2,0,0,1,5,416,895
Prenzlauer Berg,,2,1894,4,1,0,0,4,279,1311
Mitte,47.9,1,1894,2,0,0,0,4,277,903
Wedding,51.6,1,1955,5,0,0,0,4,425,583
Prenzlauer Berg,54.0,2,1955,3,1,0,0,,227,831
Tiergarten,31.0,1,1955,5,0,0,0,1,269,598
Friedrichshain,91.8,2,2018,1,1,0,1,6,969,1898
Westend,104.7,3,1894,0,0,0,1,4,668,1390
Wedding,49.1,1,1894,0,1,0,0,5,244,688
Mitte,74.7,2,,3,1,0,1,5,284,1419
Lichtenberg,58.4,2,1894,5,1,0,1,,177,764
Lichtenberg,74.1,3,2001,4,1,0,1,7,219,993
Wedding,50.6,1,1955,4,0,0,0,6,227,547
Mitte,45.7,1,2018,3,0,0,1,7,314,863
Tiergarten,99.0,2,2001,6,1,0,1,5,41,2181
Lichtenberg,63.4,1,1894,5,1,0,0,5,214,832
Charlottenburg,145.9,4,1894,1,1,0,0,4,186,2804
Westend,66.2,2,1894,5,1,1,1,5,729,1098
Wedding,44.9,1,2018,0,1,0,1,6,281,652
Friedrichshain,106.2,3,2001,4,1,1,1,5,347,2409
Wedding,83.7,,1955,2,0,0,0,3,209,998
Lichtenberg,86.9,2,1894,1,1,1,0,4,283,1165
Wedding,104.7,3,2018,6,0,0,0,1,219,1832
Prenzlauer Berg,50.1,1,1894,3,1,0,1,5,318,911
Lichtenberg,,2,2001,0,1,0,1,6,414,740
Schöneberg,60.7,2,2001,0,,0,1,8,91,951
Wedding,38.8,1,1894,0,1,0,1,4,456,552
Wedding,58.5,2,1955,1,,0,1,2,132,792
Wedding,110.9,3,1894,0,0,0,0,4,992,1618
Charlottenburg,71.5,2,1955,1,0,0,0,3,313,1099
Friedrichshain,37.9,1,2018,5,0,0,1,6,343,876
Mitte,34.9,1,2001,6,1,0,1,1,353,794
Schöneberg,126.5,3,2001,5,,0,1,8,298,1882
Schöneberg,62.7,2,1955,2,1,0,1,7,163,927
Schöneberg,50.2,2,1894,4,0,0,0,5,344,777
Prenzlauer Berg,58.3,2,2001,6,0,,1,8,330,935
Wedding,36.0,1,1955,0,1,0,0,6,147,360
Lichtenberg,114.8,2,,5,0,1,0,8,92,1264
Mitte,55.5,1,1955,4,1,0,0,4,546,977
Wedding,112.3,2,2001,2,1,0,1,8,213,1504
Westend,66.4,2,2001,3,1,0,1,4,255,1127
Schöneberg,,3,1894,2,1,1,0,5,331,2043
Friedrichshain,72.0,1,2018,1,0,0,1,8,159,1379
Wedding,91.4,3,1955,1,0,0,0,5,365,1097
Lichtenberg,86.7,2,1894,1,1,0,0,4,264,989
Wedding,83.4,2,1894,0,1,0,0,2,284,1402
Lichtenberg,74.7,2,2001,3,1,0,1,3,,1045
Lichtenberg,59.2,1,1955,2,1,0,0,5,322,690
Charlottenburg,139.8,3,1955,1,1,0,1,5,246,2226
Westend,45.2,1,1894,1,,0,0,5,,650
Prenzlauer Berg,65.1,2,2001,6,1,0,1,,352,973
Lichtenberg,65.4,2,2001,4,1,0,1,1,531,917
Friedrichshain,76.4,2,1955,2,1,0,0,7,249,1058
Prenzlauer Berg,54.7,1,2018,5,0,0,1,6,528,1038
Lichtenberg,73.7,2,1894,2,1,0,0,6,355,805
Charlottenburg,60.8,2,1894,1,1,0,0,6,304,931
Wedding,34.5,1,1955,4,,1,0,7,387,417
Prenzlauer Berg,65.2,2,2001,5,0,0,1,,95,1138
Lichtenberg,41.9,1,1894,3,1,0,0,6,216,488
Lichtenberg,32.5,1,1955,3,1,0,0,7,223,338
Charlottenburg,68.7,2,1894,0,0,0,0,6,257,1100
Wedding,79.0,2,1955,3,0,0,1,3,887,954
Charlottenburg,80.2,2,2001,4,1,0,1,6,311,1419
Westend,81.6,2,2018,2,1,0,1,7,82,1287
Westend,30.0,1,1955,1,0,0,1,4,177,366
Wedding,37.7,1,2001,6,1,0,1,6,284,524
Tiergarten,143.1,3,1955,2,1,1,0,7,321,2489
Mitte,42.8,1,1894,1,1,0,0,5,14,785
Wedding,83.0,2,1894,4,1,0,1,,411,1247
Schöneberg,49.4,1,2018,3,1,0,1,5,423,909
Prenzlauer Berg,67.1,2,1894,3,0,0,0,6,117,1087
Tiergarten,50.5,1,2001,4,1,0,1,,521,1192
Charlottenburg,81.4,3,1894,2,1,0,0,6,248,1413
Lichtenberg,68.7,2,2001,1,1,0,1,5,138,962
Tiergarten,54.3,1,1894,1,0,0,1,7,109,1093
Prenzlauer Berg,42.7,1,2018,6,1,0,1,7,405,776
Lichtenberg,72.3,1,2001,3,1,1,1,7,187,856
Tiergarten,40.0,1,1894,2,0,0,0,5,346,760
Wedding,77.1,2,2001,2,1,0,1,4,107,1139
Mitte,150.0,4,2001,5,1,,1,6,225,2780
Lichtenberg,111.5,3,1955,5,1,0,0,2,386,1484
Wedding,86.6,3,1894,4,0,0,0,5,607,1056
Lichtenberg,62.8,1,2001,3,1,0,1,2,652,1116
Mitte,29.9,1,2001,3,0,0,1,5,599,560
Schöneberg,38.3,1,1955,5,0,0,1,6,1329,514
Wedding,108.6,3,2018,5,1,0,1,5,350,1628
Mitte,47.4,2,1894,2,1,0,1,5,104,822
Mitte,49.1,1,1894,5,0,0,0,3,181,936
Tiergarten,60.8,1,1955,4,1,0,0,4,640,1193
Lichtenberg,42.5,1,1894,5,0,,1,5,162,529
Wedding,39.8,1,1894,0,0,0,1,7,9,535
Westend,63.7,2,1955,0,1,0,1,7,231,758
Wedding,45.5,1,1894,1,0,1,1,8,513,556
Schöneberg,48.3,1,1894,4,1,0,0,3,178,884
Prenzlauer Berg,47.6,1,2001,0,1,0,1,4,661,872
Prenzlauer Berg,80.1,2,1955,0,,0,0,5,945,1237
Westend,59.2,2,2001,0,,0,1,6,344,795
Mitte,60.5,2,1955,1,0,0,0,6,1056,833
Lichtenberg,82.5,2,1955,5,0,0,0,7,791,829
Wedding,61.4,2,1894,4,1,0,0,5,524,807
Charlottenburg,58.2,1,2001,5,1,1,1,5,378,1077
Schöneberg,78.5,2,1894,1,0,,0,8,354,1038
Friedrichshain,84.9,1,1894,3,0,0,1,4,271,1620
Lichtenberg,61.3,2,2001,5,1,0,1,7,434,722
Lichtenberg,,2,2001,3,1,0,1,6,,841
Lichtenberg,47.5,1,2001,5,0,0,1,3,815,693
Charlottenburg,46.1,1,1894,3,1,0,1,8,1068,649
Friedrichshain,88.4,2,1894,1,1,,1,7,35,1434
Mitte,77.7,2,1955,3,1,0,0,7,502,1198
Friedrichshain,78.0,2,2001,6,1,0,1,3,771,1657
Friedrichshain,72.7,2,1955,4,1,0,0,3,319,1256
Friedrichshain,66.2,2,1894,2,1,0,0,6,261,1078
Lichtenberg,85.9,2,1894,3,0,0,1,3,217,1095
Friedrichshain,94.5,2,1955,5,0,0,0,3,185,1620
Friedrichshain,93.6,3,2001,5,1,0,1,5,366,2106
Wedding,62.4,2,1894,3,1,0,0,1,658,1027
Schöneberg,113.2,3,1894,1,0,1,0,6,44,1614
Wedding,71.2,1,1894,5,1,0,0,5,126,999
Westend,83.7,2,1894,5,0,0,0,2,174,1254
Lichtenberg,72.8,2,1955,0,1,0,1,5,71,849
Westend,71.8,1,1894,0,1,0,0,2,464,1123
Schöneberg,48.4,1,2001,0,1,0,1,2,421,1077
Wedding,86.0,2,2001,2,1,0,1,5,,1140
Prenzlauer Berg,150.0,4,,1,,0,1,5,28,2881
Charlottenburg,56.0,1,2018,6,1,0,1,5,502,1072
Prenzlauer Berg,66.9,2,1894,5,0,0,1,6,655,1097
Friedrichshain,54.4,1,1894,1,0,0,0,5,471,975
Wedding,53.5,1,1955,4,0,0,1,6,300,662
Mitte,120.6,3,2001,0,0,0,1,5,268,2393
Friedrichshain,49.7,1,1894,4,1,0,1,6,392,841
Mitte,53.8,2,1955,2,1,0,0,6,359,1030
Wedding,34.4,1,1894,0,0,0,0,,179,483
Charlottenburg,48.0,2,1894,2,1,0,1,,31,771
Wedding,32.8,1,2001,5,1,0,1,,201,435
Lichtenberg,83.7,2,2001,6,1,0,0,2,987,1324
Friedrichshain,150.0,4,1955,0,1,0,1,6,37,2499
Wedding,56.1,2,2018,5,0,0,1,7,355,800
Charlottenburg,33.4,1,1894,1,1,0,1,3,834,680
Mitte,93.2,2,1894,2,0,0,1,7,556,1614
Wedding,48.6,1,1955,0,0,0,0,5,617,532
Lichtenberg,109.3,3,2001,6,1,0,1,6,570,1647
Charlottenburg,58.1,2,1955,4,0,0,0,7,72,895
Schöneberg,50.5,1,1894,3,1,0,0,8,735,729
Charlottenburg,60.5,2,2018,5,1,0,1,6,806,1164
Schöneberg,88.0,3,1894,5,1,,1,6,96,1367
Westend,59.3,1,1955,0,1,0,1,4,216,799
Westend,53.3,1,2001,1,1,0,1,4,323,845
Westend,60.0,1,2018,0,1,0,1,7,218,790
Friedrichshain,39.1,1,2001,3,1,0,1,5,165,850
Wedding,76.2,2,2018,3,1,0,1,7,169,1184
Westend,31.8,1,1894,0,0,0,0,2,500,447
Wedding,54.4,2,2001,4,1,0,1,4,604,868
Friedrichshain,88.1,2,2001,0,0,0,1,4,169,1739
Prenzlauer Berg,73.4,2,1955,4,0,1,0,5,602,1114
Prenzlauer Berg,82.3,3,1955,4,0,0,0,3,217,1340
Friedrichshain,63.3,1,2018,5,1,0,1,5,103,1198
Mitte,103.8,,1894,,0,0,0,8,385,1560
Prenzlauer Berg,94.1,2,1955,5,0,0,0,7,312,1229
Wedding,77.7,2,2018,3,0,0,1,7,396,1076
Mitte,94.2,2,2018,6,0,0,1,3,391,1934
Wedding,87.8,2,2018,4,1,0,1,5,362,1424
Schöneberg,54.5,2,2018,4,1,0,1,6,285,1045
Wedding,38.0,1,,0,0,0,,1,592,612
Prenzlauer Berg,76.9,2,2018,4,1,0,1,5,474,1471
Prenzlauer Berg,80.9,2,1955,2,1,0,1,8,223,1286
Westend,100.5,3,2001,5,0,0,1,3,219,1531
Lichtenberg,44.7,1,1955,4,0,0,0,7,65,470
Prenzlauer Berg,45.2,1,2001,0,1,0,1,4,76,853
Schöneberg,78.1,2,1955,5,1,0,0,4,269,1341
Westend,63.2,2,2001,0,1,0,1,4,541,1044
Wedding,30.6,1,1894,1,1,0,0,8,146,368
Friedrichshain,75.5,2,1894,1,0,1,1,6,489,1438
Schöneberg,31.0,1,1955,5,0,0,1,6,352,387
Prenzlauer Berg,44.5,1,1894,0,1,0,1,5,154,708
Lichtenberg,111.6,3,2001,5,1,0,1,7,321,1356
Prenzlauer Berg,134.9,3,1894,1,0,0,1,6,311,2247
